id,job_title,fit_tfidf,rank_tfidf,fit_word2vec,rank_word2vec,fit_glove,rank_glove,fit_fasttext,rank_fasttext,fit_sbert,rank_sbert
28,Seeking Human Resources Opportunities,0.46100243901176163,1,0.939298134803772,14,0.939298134803772,14,0.9408346829414368,19,0.8224833426475525,1
30,Seeking Human Resources Opportunities,0.46100243901176163,2,0.939298134803772,15,0.939298134803772,15,0.9408346829414368,20,0.8224833426475525,2
40,Seeking Human Resources HRIS and Generalist Positions,0.4169508690456814,3,0.9963099479675293,1,0.9963099479675293,1,0.9944657802581787,1,0.7890581011772155,3
10,Seeking Human Resources HRIS and Generalist Positions,0.4169508690456814,4,0.9963099479675293,2,0.9963099479675293,2,0.9944657802581787,2,0.7890581011772155,4
62,Seeking Human Resources HRIS and Generalist Positions,0.4169508690456814,5,0.9963099479675293,3,0.9963099479675293,3,0.9944657802581787,3,0.7890581011772155,5
53,Seeking Human Resources HRIS and Generalist Positions,0.4169508690456814,6,0.9963099479675293,4,0.9963099479675293,4,0.9944657802581787,4,0.7890581011772155,6
27,Aspiring Human Resources Management student seeking an internship,0.35289885766015744,7,0.9889050245285034,7,0.9889050245285034,7,0.994158935546875,7,0.779033613204956,7
29,Aspiring Human Resources Management student seeking an internship,0.35289885766015744,8,0.9889050245285034,6,0.9889050245285034,6,0.994158935546875,6,0.779033613204956,8
94,Seeking Human  Resources Opportunities. Open to travel and relocation.,0.3292664869118689,9,0.928625515460968,16,0.928625515460968,16,0.9240406665802002,22,0.6236917588710785,34
75,"Nortia Staffing is seeking Human Resources, Payroll & Administrative Professionals!!  (408) 709-2621",0.31525843793432984,10,0.9225998044013977,17,0.9225998044013977,17,0.9596219778060913,12,0.511281144618988,56
99,Seeking Human Resources Position,0.31298921755609055,11,0.7986820666313171,49,0.7986820666313171,49,0.8109259335517883,44,0.6692133872032165,22
97,Aspiring Human Resources Professional,0.3056803286980959,12,0.8194392880439758,32,0.8194392880439758,32,0.8263479432106018,27,0.7391945680618286,10
33,Aspiring Human Resources Professional,0.29488032869809594,13,0.8086392880439758,45,0.8086392880439758,45,0.8155479432106018,38,0.7283945680618286,13
17,Aspiring Human Resources Professional,0.29488032869809594,14,0.8086392880439758,46,0.8086392880439758,46,0.8155479432106018,40,0.7283945680618286,14
3,Aspiring Human Resources Professional,0.29488032869809594,15,0.8086392880439758,41,0.8086392880439758,41,0.8155479432106018,39,0.7283945680618286,15
21,Aspiring Human Resources Professional,0.29488032869809594,16,0.8086392880439758,44,0.8086392880439758,44,0.8155479432106018,37,0.7283945680618286,16
46,Aspiring Human Resources Professional,0.29488032869809594,17,0.8086392880439758,42,0.8086392880439758,42,0.8155479432106018,42,0.7283945680618286,11
58,Aspiring Human Resources Professional,0.29488032869809594,18,0.8086392880439758,43,0.8086392880439758,43,0.8155479432106018,41,0.7283945680618286,12
101,Human Resources Generalist at Loparex,0.28776393305000736,19,0.9704734206199646,9,0.9704734206199646,9,0.9775867581367492,9,0.6648763835430145,24
71,"Human Resources Generalist at ScottMadden, Inc.",0.28776393305000736,20,0.9589650750160217,10,0.9589650750160217,10,0.9686774134635925,10,0.633887094259262,32
78,Human Resources Generalist at Schwan's,0.28776393305000736,21,0.9721111178398132,8,0.9721111178398132,8,0.9787135243415832,8,0.6577594399452209,25
68,Human Resources Specialist at Luxottica,0.28505904522212655,22,0.9559218406677246,11,0.9559218406677246,11,0.9668644785881042,11,0.665250551700592,23
13,Human Resources Coordinator at InterContinental Buckhead Atlanta,0.26568046696552117,23,0.9043647170066833,21,0.9043647170066833,21,0.9428244352340698,17,0.6382396340370178,30
65,Human Resources Coordinator at InterContinental Buckhead Atlanta,0.26568046696552117,24,0.9043647170066833,20,0.9043647170066833,20,0.9428244352340698,18,0.6382396340370178,31
43,Human Resources Coordinator at InterContinental Buckhead Atlanta,0.26568046696552117,25,0.9043647170066833,19,0.9043647170066833,19,0.9428244352340698,15,0.6382396340370178,29
56,Human Resources Coordinator at InterContinental Buckhead Atlanta,0.26568046696552117,26,0.9043647170066833,18,0.9043647170066833,18,0.9428244352340698,16,0.6382396340370178,28
67,"Human Resources, Staffing and Recruiting Professional",0.26421236194345904,27,0.9903664112091064,5,0.9903664112091064,5,0.994375717639923,5,0.7598944425582885,9
69,"Director of Human Resources North America, Groupe Beneteau",0.24932533070191484,28,0.950533640384674,12,0.950533640384674,12,0.9554749846458435,13,0.6098444879055023,35
6,Aspiring Human Resources Specialist,0.23498620300933973,29,0.7972760728836059,52,0.7972760728836059,52,0.7992695502281189,62,0.6964681080818176,21
36,Aspiring Human Resources Specialist,0.23498620300933973,30,0.7972760728836059,51,0.7972760728836059,51,0.7992695502281189,64,0.6964681080818176,20
60,Aspiring Human Resources Specialist,0.23498620300933973,31,0.7972760728836059,54,0.7972760728836059,54,0.7992695502281189,60,0.6964681080818176,17
24,Aspiring Human Resources Specialist,0.23498620300933973,32,0.7972760728836059,50,0.7972760728836059,50,0.7992695502281189,63,0.6964681080818176,19
49,Aspiring Human Resources Specialist,0.23498620300933973,33,0.7972760728836059,53,0.7972760728836059,53,0.7992695502281189,61,0.6964681080818176,18
81,Senior Human Resources Business Partner at Heil Environmental,0.23130738351389923,34,0.9433483667373658,13,0.9433483667373658,13,0.954835910320282,14,0.5348786599636078,54
89,Director Human Resources  at EY,0.21750318191903523,35,0.8887769790649414,23,0.8887769790649414,23,0.9039228769302368,23,0.5556042703151702,46
